GeneSymbol,GeneID,GeneLength
LYPD4,147719,1907
MGAT3,4248,5207
GSPT1,2935,7779
LOC284837,284837,4872
LOC441046,441046,2059
VWA3A,146177,4775
LRRN2,10446,3425
YIPF5,81555,3445
RPAP1,26015,4669
TTLL10,254173,3146
UGT1A5,54579,2479
TBC1D28,254272,1978
SLC24A6,80024,4186
KRT79,338785,2235
ZNF664,144348,5106
TTC17,55761,6729
FLYWCH2,114984,1026
RNF123,63891,4494
AGTR1,185,2569
ARMC6,93436,2736
PNMA6A,84968,2272
DPY19L2P4,442523,2018
HARS2,23438,2991
MFHAS1,9258,5255
ENPP5,59084,3009
SMTNL1,219537,2062
POLR2I,5438,897
INTS5,80789,3283
UBQLN3,50613,2345
C16orf7,9605,3354
TMEM199,147007,1448
FLRT1,23769,3247
THBS2,7058,5808
C14orf68,283600,1793
SNORD67,692108,110
C1orf77,26097,6598
BCO2,83875,4740
GRHPR,9380,2921
DPY19L4,286148,6833
HIST1H2BG,8339,445
LOC729609,729609,628
HIST3H2A,92815,495
MARS,4141,4801
ZNF732,654254,2588
SMAD3,4088,6619
P2RY6,5031,2865
GNPDA1,10007,3225
NCRNA00110,642976,1091
CCDC99,54908,3060
CHGA,1113,2041
F9,2158,2802
CLEC18C,283971,2677
ZBTB16,7704,5148
ENTPD7,57089,8737
OR1B1,347169,956
PLEKHA8,84725,3928
SNORD115-7,100033444,817
EGFL8,80864,1567
LHX1,3975,3142
MRO,83876,5333
LOC642846,642846,4066
C2orf85,285093,1798
DYNLL1,8655,983
ZNF594,84622,4877
TRIM42,287015,2538
ASPA,443,1482
KIAA1324L,222223,4051
CRISPLD1,83690,4436
PACSIN2,11252,2351
LOC148413,148413,2369
MAP1LC3A,84557,1121
OR4F6,390648,937
TMEM42,131616,969
HIST1H2BJ,8970,2098
KCNN3,3782,3674
SH2D4B,387694,4382
RPRML,388394,1092
TARDBP,23435,4216
ASNSD1,54529,2470
RRAD,6236,1476
SHISA7,729956,6035
TTPAL,79183,6231
ACTC1,70,3693
DLX4,1748,2316
CGREF1,10669,3921
IL17RD,54756,9198
DHODH,1723,2070
TMEM63C,57156,5402
CAPZA2,830,2548
RALGDS,5900,7773
DEPDC1,55635,5797
HOXB6,3216,3496
C1orf106,55765,4345
PKN1,5585,3211
FANK1,92565,8264
GOLGA8E,390535,5243
ANAPC7,51434,3642
LOC150786,150786,3666
SCEL,8796,3224
METTL7A,25840,3389
LYRM2,57226,8333
DUSP13,51207,1905
THAP7,80764,1242
FLOT1,10211,1828
BGLAP,632,925
GLI1,2735,3650
OR5B3,441608,943
LOC729082,729082,2935
FNDC8,54752,1354
SLC25A20,788,1928
PYGO2,90780,3179
ZNF596,169270,3105
ZFAND3,60685,3331
CDY1,9085,2363
LHFPL2,10184,7031
SC65,10609,2841
C3orf71,646450,1598
IMPA2,3613,2637
PODN,127435,3255
ZNF48,197407,2326
SEPT8,23176,5903
TMEM51,55092,2237
SUSD1,64420,3060
CTHRC1,115908,1695
NAPB,63908,3894
SYNPO2,171024,13772
ZDHHC15,158866,6523
ARMC5,79798,5043
KLRAQ1,129285,3424
SSR4,6748,773
TNRC18,84629,13899
C6orf165,154313,3591
CALB2,794,1457
IRS4,8471,3881
ADAMTS13,11093,7361
ZNF555,148254,2232
ORC6L,23594,3644
HIST1H1E,3008,784
FH,2271,1787
RTL1,388015,4193
BAT2,7916,8096
ZNF187,7741,3239
LOC400759,400759,1234
VIP,7432,1582
NUP160,23279,6051
POLG,5428,4447
PADI4,23569,2633
PRSS55,203074,2884
ARFIP1,27236,3088
SLC16A4,9122,2549
MKS1,54903,2397
C14orf34,645687,2068
VSTM2L,128434,1959
SBSN,374897,1984
SPAST,6683,5212
PGA4,643847,1394
LTA,4049,1590
DCAF8L1,139425,3457
NR4A1,3164,3832
LOC100240734,100240734,489
TIMP1,7076,2037
TP53TG1,11257,730
GFRA2,2675,3330
TNFRSF21,27242,3633
HS3ST5,222537,3231
C1orf131,128061,4857
NTSR1,4923,4131
OR2D3,120775,992
MYH2,4620,6147
CPAMD8,27151,8936
RIBC1,158787,2719
DNAJC25,548645,2504
KIF25,3834,1785
BASE,317716,1220
B4GALT6,9331,4827
C3orf30,152405,1814
LYPD3,27076,3295
DDHD1,80821,16633
SNORD52,26797,63
ACTN1,87,7303
MEGF10,84466,8126
SLC25A21,89874,1995
ZNF625,90589,1918
DDIT3,1649,1176
ANKRD31,256006,2366
MYL10,93408,1008
STXBP5,134957,7996
ATCAY,85300,5169
AQP4,361,5215
CCDC102B,79839,4882
HERC2,8924,17926
VPS25,84313,1100
CGB8,94115,2129
SERP1,27230,3992
LDLRAD3,143458,3085
ALOX12P2,245,3083
ECEL1,9427,2966
SNORD46,94161,98
PIK3C3,5289,7866
DYNC2H1,79659,13699
CCDC45,90799,4488
TMEM232,642987,7986
COL8A2,1296,4443
MSMP,692094,672
DCTN1,1639,6400
CNTN6,27255,4031
ZNF492,57615,4245
FAM174A,345757,1236
MRGPRX2,117194,2033
C3orf27,23434,2696
FBLN5,10516,4138
DBN1,1627,3727
BBS4,585,3329
HOXB7,3217,1358
SPINT1,6692,2518
CHMP2A,27243,1432
KCNB1,3745,3770
WASF1,8936,3260
ELF5,2001,4440
C19orf6,91304,2813
ERAP2,64167,5783
MTCP1NB,100272147,1012
CDH8,1006,3844
GIPC3,126326,4316
GPD1L,23171,3910
ZNF876P,642280,2605
NT5C3,51251,1780
RIF1,55183,9896
C1QTNF3,114899,3896
SEMA5A,9037,11808
CALML3,810,1302
MT1H,4496,396
COL4A5,1287,8039
IL17RC,84818,3742
DBH,1621,2760
ELL3,80237,3141
GPR20,2843,1524
TEAD2,8463,2681
AAMP,14,1931
ATP5G2,517,1403
PHKG1,5260,1536
ERCC8,1161,4530
NUMBL,9253,3640
CAMP,820,714
CDC42BPG,55561,4937
AGAP7,653268,2418
FOXF1,2294,2561
TCP11L2,255394,6042
LOC153328,153328,2484
AZI1,22994,3714
C9orf71,169693,1241
DGKH,160851,5741
XIRP2,129446,13128
MLST8,64223,2640
NCRNA00113,54088,524
LIF,3976,3919
LOC220429,220429,2972
LIPH,200879,2473
FOXF2,2295,2186
RNF7,9616,1862
PROC,5624,1987
INS-IGF2,723961,5330
TMEM109,79073,2394
C10orf2,56652,3665
MTRF1,9617,3350
RPS25,6230,492
YY1AP1,55249,4604
MATN4,8785,2341
LOC100130987,100130987,850
C6orf122,401288,2418
KRT18,3875,2252
KCNA3,3738,3346
DYRK2,8445,6158
C2orf84,653140,2044
ANKRD44,91526,8137
QSOX2,169714,4527
HIST1H3H,8357,472
EIF3H,8667,2647
SSR2,6746,5906
LRP1B,53353,16531
CFDP1,10428,1686
C6orf108,10591,795
TMEM47,83604,4220
TSPYL4,23270,4129
OCA2,4948,3136
DPRX,503834,648
KRT19,3880,1470
ZNF530,348327,3181
LSM3,27258,553
C10orf53,282966,2978
TCP10L,140290,2696
ZP3,7784,2450
FLNC,2318,9137
TSPAN2,10100,3204
TMEM70,54968,2039
A2LD1,87769,2825
PHC3,80012,19380
FMNL3,91010,11337
ETV6,2120,6009
P2RX7,5027,3274
GIT1,28964,3807
SEMA6D,80031,7264
GUSBP3,653188,5877
UBXN10,127733,2971
GOLGA8F,100132565,1495
SLC40A1,30061,3914
C2orf44,80304,3894
GJA5,2702,3285
PICALM,8301,4011
SRF,6722,4379
UBE2J1,51465,4341
HSD11B2,3291,1880
SSX1,6756,1253
OTUD3,23252,6506
EPT1,85465,8129
NUDT21,11051,4413
C2orf69,205327,3726
C2,717,4274
TMEM132C,92293,4851
HSPBP1,23640,2166
TMED10P1,286102,4032
API5,8539,4059
FOXD1,2297,2265
C5orf4,10826,3882
BECN1,8678,2813
SNORA39,677821,1422
ZNF419,79744,2366
HPVC1,3262,1198
C1R,715,2338
SEMA4G,57715,4802
TEX19,400629,1902
MTF1,4520,8023
ZACN,353174,2167
SGSM2,9905,7989
PPY,5539,456
HMGB3L1,128872,886
TSPAN4,7106,1770
RPL18,6141,1268
FOLH1,2346,2762
NDUFA7,4701,535
RAMP1,10267,907
FAM71E1,112703,1337
PLEKHH2,130271,8920
IFNA17,3451,980
PDCD4,27250,3654
RNF6,6049,4170
SPIRE1,56907,5638
PGM5P2,595135,1971
IGDCC4,57722,6751
OR10G3,26533,941
DEFB131,644414,212
OR52L1,338751,1094
EMR3,84658,2300
SNORD115-41,100033815,82
CDC42SE2,56990,4474
FLJ40504,284085,963
ZFX,7543,6255
C11orf49,79096,2513
SIGLEC5,8778,2497
LOC220729,220729,1964
CNOT2,4848,5950
JAKMIP3,282973,7469
ZNF296,162979,1585
WIPF3,644150,3241
LOC285768,285768,2339
STAT2,6773,4640
GABRG2,2566,4197
DUS2L,54920,1925
EIF4A3,9775,1684
ACCN4,55515,5058
SNN,8303,3272
PCDHGA7,56108,4902
C1orf95,375057,4084
CDK11B,984,3270
FAM184A,79632,4252
KIF20A,10112,3470
TMEM5,10329,1941
SPRY4,81848,4992
DEFB105A,245908,236
SLC16A1,6566,5802
CAMLG,819,2197
PRSS54,221191,1809
NR4A3,8013,7068
ZNF84,7637,7179
CAGE1,285782,3473
SLC25A27,9481,3862
SOX8,30812,3048
CCKBR,887,2486
RPL37,6167,1570
HLA-B,3106,2734
MKI67IP,84365,2245
SNORA35,677816,128
CHAT,1103,2848
CFL2,1073,3514
ACSM5,54988,2776
C13orf38,728591,2435
MPST,4357,6018
MEIS1,4211,6200
C1QTNF6,114904,6856
INPP5E,56623,3372
KRTAP5-3,387266,899
HAAO,23498,1845
TMEM201,199953,6411
HSP90AA1,3320,4484
USP5,8078,3188
BATF,10538,933
ASB14,142686,3182
RGS16,6004,2882
PNMA1,9240,2643
CCDC37,348807,2089
OR2A7,401427,1775
SNTB2,6645,9770
FOXD4,2298,2183
FGF20,26281,1016
IREB2,3658,6807
R3HDML,140902,1377
STK31,56164,4138
HNRNPU,3192,7621
ZNF527,84503,5898
FZD7,8324,3851
OCIAD1,54940,2879
ZDHHC12,84885,1308
FUT10,84750,4355
LOC100133985,100133985,660
C1orf189,388701,387
PTEN,5728,5545
SNRPF,6636,791
ARSG,22901,3232
NDUFA13,51079,4047
MTHFD1L,25902,5798
TICAM2,353376,2941
AZGP1,563,1215
ZDHHC18,84243,3171
AGAP2,116986,6477
FAM76A,199870,3593
IRAK3,11213,9672
SLC35B1,10237,1854
KLF12,11278,11467
RFX6,222546,3489
APBA2,321,5737
STAG3L1,54441,5853
CYP4F12,66002,2442
TPRKB,51002,869
C4orf23,152992,6236
SBF1,6305,8425
GAL3ST4,79690,3368
RAB3A,5864,1501
LOC148824,148824,1912
RGPD3,653489,5873
PODXL2,50512,2171
EGF,1950,5025
AHI1,54806,6444
SNORA70B,100124537,134
OCM,654231,695
GTF3C2,2976,4480
COL18A1,80781,6826
SGCB,6443,4279
ATP6V0B,533,2477
ZRANB3,84083,4021
RPP21,79897,599
ZER1,10444,4283
AGPAT2,10555,1548
PTPRD,5789,10582
GGT7,2686,4489
CLDN18,51208,3632
XAF1,54739,5301
PCGF2,7703,2914
ACTR1A,10121,2872
ZNF735,730291,1237
TPTE2,93492,2882
ZNF562,54811,5771
LRP2,4036,15972
SLC44A1,23446,5495
FAM161B,145483,2304
TOPORS,10210,4147
C8orf75,619351,1396
ABLIM3,22885,4768
OR3A4,390756,1202
NR5A2,2494,5619
TXNL4A,10907,1669
SEC16A,9919,9746
KCNJ6,3763,2510
C5orf52,100190949,695
PZP,5858,5759
KRT84,3890,2073
PDZD4,57595,4170
SULF1,23213,7194
GUCA1B,2979,2269
CERCAM,51148,5294
C9orf43,257169,2130
CALCR,799,3756
PPFIBP2,8495,5322
RBM26,64062,6539
OR2L8,391190,939
RAD21L1,642636,1808
CRAMP1L,57585,8812
ITPKC,80271,3383
EMP1,2012,2803
GDF7,151449,1994
PPP1R16A,84988,2717
LYNX1,66004,5861
TBC1D10C,374403,1838
SERPINB6,5269,7602
CES1,1066,2010
SH3BP4,23677,5482
HECTD1,25831,10549
LOC284661,284661,2074
ISM1,140862,2592
C5orf22,55322,3809
GREB1,9687,11412
OSR2,116039,2385
WDR81,124997,7227
PCGEM1,64002,1586
SNAPIN,23557,1034
FAM63B,54629,4995
HNRNPH1,3187,3903
C6orf226,441150,550
PRDM4,11108,4300
VGLL1,51442,1214
GLT1D1,144423,3053
SLC7A10,56301,3111
NACAP1,83955,1555
C2orf24,27013,2386
GALR1,2587,2783
CCDC113,29070,5264
CILP2,148113,4215
MUC6,4588,8003
RHOU,58480,4320
BBS7,55212,4659
RBM41,55285,2998
BAT1,7919,6768
OR51B4,79339,932
MTA1,9112,3029
TMEM100,55273,2386
FAM100B,283991,1589
GALP,85569,938
PARP16,54956,2537
OR5I1,10798,944
CENPB,1059,2838
SNRPA1,6627,1057
IRX1,79192,1857
TROAP,10024,3146
NIP7,51388,2182
PRPF40B,25766,3728
SUGT1L1,283507,6654
MAGEL2,54551,2478
PRUNE2,158471,13230
LRRC46,90506,2324
SNORA7B,677797,1119
GBF1,8729,10546
KIAA1704,55425,3326
LOC729234,729234,850
LOC648740,648740,3760
CALHM2,51063,3183
TMEM89,440955,479
C1orf69,200205,7964
RTP4,64108,1009
PAK4,10298,3064
KRT86,3892,2392
OR1J1,347168,968
PI4KA,5297,6952
LARS,51520,7226
HTR2B,3357,2230
CBR3,874,1110
HTR7P1,93164,5750
LDLR,3949,5324
PORCN,64840,2632
RPL26,6154,582
FAM164A,51101,3347
OR2T3,343173,957
GSTT2,2953,1117
CAPG,822,1739
INSM1,3642,2826
FAM189B,10712,4176
SPINT4,391253,380
KLHL6,89857,7954
CMTM4,146223,8116
TPRG1,285386,4874
ZNF519,162655,5861
ADH7,131,2147
TMEM98,26022,1793
TPI1P2,286016,2014
MAP2K4,6416,3839
GNAT1,2779,3599
KIAA1737,85457,4347
RAPGEF2,9693,6818
APLNR,187,3874
CMTM2,146225,1060
INHBA,3624,2265
REEP6,92840,1945
C19orf41,126123,814
IBSP,3381,1589
DIO1,1733,1859
ZNF670,93474,2005
OR10G2,26534,932
RHOT1,55288,4902
UPK3A,7380,1024
ZNF536,9745,8136
HBB,3043,626
PSAPL1,768239,4679
EFNA1,1942,2366
MIA,8190,1286
HSPA1A,3303,2427
KLHL31,401265,5742
ALKBH1,8846,2585
MED13L,23389,9376
POM121C,100101267,6559
PEBP1,5037,1491
CEND1,51286,1646
ELP3,55140,3318
EHHADH,1962,3922
SCML1,6322,2910
USP26,83844,3665
MGC3771,81854,1426
SERPINB4,6318,2511
CHAF1B,8208,2278
MEGF11,84465,5936
ISCA2,122961,1061
CXorf57,55086,4351
ZBTB40,9923,9606
ORC3L,23595,3213
LOC400027,400027,1721
UBE4A,9354,6120
GNB5,10681,3775
TXNRD2,10587,5103
POP7,10248,931
TG,7038,8778
RASSF10,644943,1848
GBX1,2636,1323
CBX5,23468,11866
DHCR24,1718,4711
ZBTB26,57684,2111
MTL5,9633,5162
FKBP15,23307,6423
ADSL,158,1788
FBL,2091,2038
PCDHA3,56145,5339
SLC18A1,6570,3067
C11orf68,83638,1557
TMEM95,339168,1169
GGA1,26088,4736
ZFR,51663,4821
SUPT4H1,6827,1491
NUP37,79023,1574
FOXB1,27023,1713
SLC17A4,10050,4388
CMTM1,113540,3412
LRTM1,57408,1273
PCDHB17,54661,2410
UBE2U,148581,1136
C6orf191,253582,543
ONECUT1,3175,1925
CA5BP,340591,2843
MOCS3,27304,2458
NBPF9,400818,9940
LOC541473,541473,972
TRAPPC2P1,10597,732
DKFZp434L192,222029,1062
JPH4,84502,5307
SDF4,51150,5081
MCFD2,90411,4288
LOC732275,732275,2902
C1orf226,400793,4252
LOC678655,678655,2792
C16orf45,89927,2341
HYAL3,8372,1981
DBF4,10926,3907
ERN2,10595,3972
CXCL5,6374,2457
OLA1,29789,4467
GNB3,2784,2868
RAG1AP1,55974,1380
ILDR2,387597,2572
MFGE8,4240,2698
ZNF101,94039,1824
VSTM1,284415,1067
DPEP1,1800,1848
ISX,91464,3382
RAC2,5880,1466
TTTY11,83866,829
CRIPAK,285464,4443
C8orf38,137682,3778
AVPR2,554,2193
BCAS1,8537,4276
MTCH2,23788,2627
RAB24,53917,1705
MEP1B,4225,2309
MAP2,4133,10030
KRT2,3849,2413
TTLL12,23170,4058
C8orf41,80185,3596
PHB,5245,1826
KCNV1,27012,3618
CCDC40,55036,5382
PRKD1,5587,3675
MKX,283078,3638
UCN2,90226,1485
DYNLL2,140735,1522
PPP1R3A,5506,4296
FAM72D,728833,2393
IPMK,253430,1793
METTL12,751071,2860
HDLBP,3069,7212
REP15,387849,1139
TFR2,7036,4080
TMTC1,83857,13861
CNTN4,152330,6425
SLC35E2,9906,2929
NKD1,85407,2586
OLIG2,10215,2488
RNPEP,6051,2628
DLL3,10683,2584
PCDH1,5097,5407
ZSWIM7,125150,2018
ERP29,10961,1472
LOC100130148,100130148,3015
EIF6,3692,1414
FAM43B,163933,2581
NDST4,64579,3437
PSMB6,5694,824
NPEPL1,79716,5649
DNAI1,27019,3467
PCDHGA10,56106,4733
PDGFA,5154,4155
CNR2,1269,1774
OLFML2A,169611,6739
PDE12,201626,4165
INTS3,65123,7881
RPL38,6169,2654
WIF1,11197,2007
EXOC2,55770,4603
ITPR2,3709,12739
CITED4,163732,1290
UXT,8409,753
CXADRP2,646243,2459
CAPRIN1,4076,7128
G2E3,55632,6486
MLLT1,4298,4504
NDC80,10403,2171
INTS12,57117,1750
RFK,55312,2811
EFHA1,221154,1884
GDF1,2657,2558
C2orf86,51057,7994
MCM5,4174,5445
CDC42BPB,9578,6701
FAM138D,677784,1128
ABCA1,19,10650
PBX1,5087,7278
RTN2,6253,2331
CLTB,1212,1736
C20orf202,400831,1602
ATP5L,10632,1337
C5orf45,51149,1851
ANKRD19,138649,2632
C4BPB,725,1798
RNASE11,122651,2115
RHBDF1,64285,3737
GPR156,165829,2824
ZNF273,10793,6653
ATP2B3,492,6762
ZNF593,51042,647
ATP6V1D,51382,2519
TRADD,8717,2077
TOP2B,7155,5247
SCARNA12,677777,269
IL27RA,9466,3257
SLC5A9,200010,4132
TNN,63923,5008
KIAA1257,57501,4663
BAT2L1,84726,11768
ATP5J2,9551,494
RCSD1,92241,2990
RLTPR,146206,4508
ATXN3L,92552,1749
SKIV2L,6499,4170
RNH1,6050,4110
DAK,26007,4296
KCNG4,93107,3001
ZNF16,7564,2614
SNORA25,684959,130
TMEM175,84286,2917
TNRC6B,23112,19249
LMX1B,4010,5804
CPNE5,57699,3559
RGS21,431704,1791
FGF12,2257,3931
IL1R1,3554,5412
AMAC1L2,83650,1201
SNORD29,9297,65
TRPC1,7220,4168
COL19A1,1310,8750
SYT9,143425,4720
EFNA2,1943,642
C7orf33,202865,1353
BFAR,51283,3640
CSE1L,1434,3584
TBC1D8B,54885,9041
TAF12,6883,1890
ZNF226,7769,5540
C9orf163,158055,2572
STX1B,112755,4591
CD274,29126,1946
C6orf195,154386,2070
PPP1R2P1,5505,3595
NCRNA00189,193629,1068
CA7,766,1847
TADA2A,6871,2156
SMARCA2,6595,6768
MAGI2,9863,8345
BRIP1,83990,5627
GJB4,127534,2840
RFX5,5993,3618
KIF5A,3798,3897
VCX3B,425054,1174
C10orf54,64115,5159
COX7A2,1347,470
SERPINA1,5265,4257
FAM74A3,728495,1883
C22orf41,644186,468
SLC34A1,6569,2582
MAGI3,260425,7367
C9orf72,203228,4375
LOC154449,154449,1330
LIPM,340654,1670
KRTAP5-4,387267,1116
MTMR9,66036,7626
MFAP1,4236,2063
CCDC64,92558,3489
SCARNA22,677770,124
PRKCSH,5589,2580
ADD1,118,10357
C8orf74,203076,1228
OR1S2,219958,977
LRRC28,123355,2516
ZNF816A,125893,2697
SPINK9,643394,453
SERPINA11,256394,1471
ACIN1,22985,6730
SIAH1,6477,4232
BAD,572,1645
C4orf42,92070,3722
LAT,27040,1837
PAFAH1B2,5049,2408
CD27,939,1391
MRC2,9902,6779
RNF122,79845,1868
FAM8A1,51439,4744
HIST1H4G,8369,366
OR10G8,219869,936
PLEK2,26499,1460
LRRC47,57470,2648
TEKT2,27285,1806
ARL15,54622,2545
LOC29034,29034,2303
ESRRB,2103,3258
ARID5A,10865,2587
LAMP2,3920,9478
ZBTB38,253461,9101
KRTAP5-8,57830,1183
GPR174,84636,1258
LEPROT,54741,1265
OR13A1,79290,2144
APEH,327,2772
NUP210L,91181,5880
ZNF543,125919,3659
STOX1,219736,3592
ATP7A,538,13779
LYZ,4069,1516
NISCH,11188,7104
ZNF649,65251,3168
BEST1,7439,4518
CYP39A1,51302,2272
SLCO6A1,133482,2525
JAK2,3717,5372
PXT1,222659,1404
S100A4,6275,563
NINL,22981,6854
TM9SF2,9375,2389
CSNK1E,1454,4949
LNPEP,4012,4795
BCYRN1,618,180
CD109,135228,9456
CBLC,23624,1590
ITPK1,3705,4984
OR5AN1,390195,935
VMO1,284013,803
PRMT2,3275,4548
SIPA1L1,26037,8595
MTERFD2,130916,2995
IFT80,57560,6926
ROR2,4920,4934
SDHC,6391,2850
TMEM139,135932,2468
IFT46,56912,1818
TRMT1,55621,2459
BEND2,139105,4694
HES5,388585,1305
GLMN,11146,2030
ZNF271,10778,5751
TDRD3,81550,3459
CXCL12,6387,5229
FN3K,64122,3139
SAR1B,51128,1364
CNTN1,1272,4671
NCAM2,4685,4052
MAML3,55534,7088
C15orf57,90416,3286
ATP6AP1L,92270,2027
LOC728410,728410,1600
KIAA1609,57707,5452
SNORD18B,595099,70
MCEE,84693,870
FBXL3,26224,3548
AES,166,3903
WBP5,51186,1087
RGAG4,340526,4789
ZNF410,57862,3841
MGAT4C,25834,3375
CYP2B7P1,1556,3692
ROD1,9991,7514
VPS33A,65082,4516
TTLL13,440307,4451
AGBL1,123624,4453
THAP6,152815,6236
C9orf53,51198,615
KRT83,3889,1875
SPRN,503542,3172
C1orf173,127254,7650
LOC643677,643677,21469
WDR20,91833,5915
CRISP2,7180,1517
PIK3C2B,5287,8477
C4orf51,646603,843
RBL1,5933,4547
WSCD1,23302,5974
PLD5,200150,2839
GOLM1,51280,3578
RSBN1,54665,6710
ACTR8,93973,3702
LRRC57,255252,2649
USP16,10600,3034
ELOVL6,79071,3391
STEAP3,55240,4582
OR4S2,219431,936
STX19,415117,1156
MZF1,7593,4237
PELI1,57162,11105
ARL6,84100,1854
HELLS,3070,3326
NGF,4803,1049
CYTH3,9265,4810
FMO1,2326,2288
GJB3,2707,4401
CDC14C,168448,2893
C1orf61,10485,7984
C20orf54,113278,3156
PPDPF,79144,776
JMJD8,339123,2042
SLC25A18,83733,2602
NFKBID,84807,1998
DSCAML1,57453,7126
TM4SF18,116441,1152
C15orf39,56905,4747
PATE4,399968,2884
B3GALT1,8708,2168
FAM183B,340286,1646
SNORA79,677845,140
C22orf46,79640,4975
DDX51,317781,4715
SLMO2,51012,2562
GTSE1,51512,4241
TXNDC8,255220,491
LOC647288,647288,2628
MAGED4,728239,915
RNF8,9025,5736
CSNK2A2,1459,1654
SLITRK5,26050,4774
ARL2BP,23568,2125
HMBOX1,79618,3942
C6orf125,84300,5044
AGAP5,729092,3947
MYO18B,84700,8982
PSD4,23550,6335
HCK,3055,2151
NUP62,23636,3415
LYG1,129530,1105
TOR1A,1861,3476
MYL9,10398,1187
LDB2,9079,3052
PTGR1,22949,3078
CCNK,8812,2605
TMEM50B,757,3186
VEZT,55591,6317
CORO2B,10391,4817
TRIL,9865,5051
MOXD1,26002,3326
U2AF1L4,199746,2075
SEPHS1,22929,4362
C15orf50,414926,1329
GDA,9615,7599
HAX1,10456,1354
DDOST,1650,2135
TMUB1,83590,1982
SERTAD4,56256,2165
OGFOD1,55239,3019
TRIM69,140691,2461
DUS1L,64118,2276
C1orf159,54991,3473
BCLAF1,9774,7985
PTCHD3,374308,2528
CLDN7,1366,1574
PYGL,5836,3581
SIM1,6492,4570
RBBP8,5932,3703
CPXCR1,53336,1627
TIGD7,91151,3404
ZNF175,7728,3784
CTLA4,1493,1977
CST11,140880,553
COL8A1,1295,3417
P2RY13,53829,2769
SUCNR1,56670,1418
WDR53,348793,1569
OSM,5008,1862
ZRSR2,8233,1509
LOC284023,284023,2524
RDH10,157506,3619
AQP8,343,1307
SLC31A2,1318,2309
MIB2,142678,3664
FOXD3,27022,2068
POLI,11201,7827
SAMD3,154075,3298
C3orf62,375341,3984
MMP12,4321,1821
CARKD,55739,3540
ACCN2,41,4004
NPFFR1,64106,1286
SLC7A7,9056,2681
PSORS1C2,170680,1151
GBP5,115362,6818
PPFIA3,8541,5206
DNAJC28,54943,2026
HIST1H2AH,85235,438
MTBP,27085,4571
CCDC25,55246,3886
C2orf70,339778,694
DNAH8,1769,15308
RPL29,6159,694
FAM154A,158297,1860
MRPL55,128308,1500
MPP1,4354,2661
CLCN5,1184,10678
SEPW1,6415,2983
PRKY,5616,7214
CST2,1470,694
DUOXA2,405753,1868
ASB6,140459,5422
NRF1,4899,3679
ANKRD10,55608,5240
FAM196A,642938,4443
PLA2G16,11145,1417
LOC100131726,100131726,1158
RAB11A,8766,2392
SNAR-I,100170222,121
SNORA37,677819,129
MPO,4353,3215
ZNF496,84838,4206
NARS,4677,2975
NAPSB,256236,1328
C3orf52,79669,5591
ARL5C,390790,1910
NHEJ1,79840,3643
SPA17,53340,935
GPR21,2844,1679
ETFDH,2110,3213
FAM157B,100132403,1278
LOC644172,644172,2258
C9orf96,169436,3958
SPRR2C,6702,677
MAPK6,5597,4224
KL,9365,5306
CD48,962,3200
LOC100216001,100216001,3924
FGB,2244,2571
MED9,55090,2222
ATXN7L3,56970,3631
NRIP1,8204,7556
DLGAP2,9228,10093
AP1S3,130340,4075
ZNF141,7700,2861
ETS1,2113,5541
CTU2,348180,1934
AIFM2,84883,4637
LETMD1,25875,2805
SNORD32A,26819,82
CHCHD4,131474,1603
CCNI,10983,1871
AGAP4,119016,2887
KLHL18,23276,7044
TAOK2,9344,7849
PHF20,51230,8474
MEOX1,4222,2329
ITGB3,3690,5523
LOC374443,374443,3024
BTF3,689,1702
CCBP2,1238,7739
CISD2,493856,1839
EZR,7430,3284
SPINK6,404203,685
C21orf71,282566,449
SELENBP1,8991,2327
KRTAP19-2,337969,157
GPC4,2239,3811
RPL13AP3,645683,1472
KIAA0240,23506,7162
ENPP7,339221,1841
TCF7L1,83439,2760
CX3CR1,1524,3107
C6orf127,340204,476
C14orf19,280655,575
USP22,23326,5658
OR12D3,81797,1868
TRIM58,25893,5154
MORF4,10934,707
SPCS1,28972,1082
RPL8,6132,1527
LOC284788,284788,1684
PABPC4L,132430,4941
PAGE4,9506,493
CEP170,9859,7469
CLP1,10978,1845
IWS1,55677,3000
HS3ST1,9957,1964
SCGBL,284402,426
C19orf61,56006,3213
PTGDS,5730,2121
GLRA3,8001,3637
MAD2L2,10459,1830
C3orf19,51244,3309
BNIPL,149428,2566
CCDC130,81576,2023
PALLD,23022,7424
FXYD2,486,2832
CHRNA6,8973,2071
APOA2,336,473
ATP10A,57194,5861
LRRC67,286187,1082
LOC100124692,100124692,3538
CLDN25,644672,690
GART,2618,4430
GRIP2,80852,7151
KRT35,3886,1670
TPRXL,348825,2575
SFRS12IP1,285672,6851
THBS3,7059,4023
ERH,2079,801
S100A7L2,645922,479
GPR152,390212,1428
FOXG1,2290,2584
ADAL,161823,3964
ZNF586,54807,3749
ANKRD29,147463,2271
RABL2B,11158,2616
C5orf41,153222,6654
TGM5,9333,2662
LOC649330,649330,1002
C1QA,712,1127
AQR,9716,5079
A2BP1,54715,5897
SIGLEC14,100049587,2111
WFDC12,128488,774
TAX1BP1,8887,3642
BAG3,9531,2567
RAD54L2,23132,5879
LOXL2,4017,3810
FOXK2,3607,6356
SMUG1,23583,4340
MS4A4A,51338,1669
TBX3,6926,5689
PCDHGA11,56105,5298
